0.499750212,3.8402307
0.211046294,0.499959
-0.841214565,-1.0639943
-0.010020829,-0.2242243
-1.036235401,-1.9783524
0.397546339,1.2922636
-0.613140582,0.3136535
0.745590268,1.5470068
0.449365077,2.9381677
-1.708283659,-4.3054852
-0.729459081,-0.7910511
0.856017864,2.5650485
-0.018351657,0.4054206
-1.94033269,-3.8278599
0.882828685,0.6200998
-0.743145336,-0.0607984
0.445852601,0.6005795
0.037564248,2.0776292
1.587557458,2.5117178
-0.54810518,-1.6313422
-1.811755267,-2.2470316
1.529941009,2.0661936
-1.589773535,-3.5994673
-1.697362806,-3.1647076
-0.120781172,0.1470913
1.289871614,2.3798926
-0.597502033,0.8893881
-0.795690218,-1.4545439
-0.225179554,-1.0385415
-0.341241161,1.317045
-0.657672303,-0.5326569
-0.387306149,2.3023827
0.000684269,0.420369
-0.249483573,0.4262287
-2.049709724,-3.8686385
-0.518793896,0.3337784
-0.449302545,-0.8280338
0.820925411,0.9111519
-0.059839834,-0.1509238
-1.419933366,-2.622329
-0.042229051,-1.0256414
0.689695305,2.1910491
0.208181252,0.9949209
-2.067777236,-4.3201072
-1.402372106,-2.5778391
-0.125005054,-1.0344962
-1.273151105,-1.8772473
0.7140577,0.9453288
0.015174831,1.0576324
1.097364394,3.2011167
